confidence,description,domainelement_pk,frequency,id,jsondata,markup_description,name,pk,valueset_pk
,,346,,66A-abi,{},,,113,113
,,343,,66A-abk,{},,,221,221
,,346,,66A-aco,{},,,757,757
,,343,,66A-afr,{},,,1186,1186
,,346,,66A-ain,{},,,1522,1522
,,346,,66A-akn,{},,,1737,1737
,,344,,66A-ala,{},,,1864,1864
,,343,,66A-alw,{},,,2217,2217
,,343,,66A-aly,{},,,2259,2259
,,344,,66A-ame,{},,,2452,2452
,,343,,66A-amh,{},,,2573,2573
,,346,,66A-apu,{},,,3801,3801
,,343,,66A-aeg,{},,,1093,1093
,,343,,66A-atu,{},,,4930,4930
,,346,,66A-ana,{},,,3104,3104
,,346,,66A-arp,{},,,4390,4390
,,343,,66A-arm,{},,,4215,4215
,,344,,66A-asm,{},,,4605,4605
,,343,,66A-atc,{},,,4830,4830
,,343,,66A-avo,{},,,5057,5057
,,343,,66A-awp,{},,,5220,5220
,,343,,66A-awn,{},,,5161,5161
,,343,,66A-aze,{},,,5541,5541
,,346,,66A-bag,{},,,5867,5867
,,344,,66A-blc,{},,,7818,7818
,,343,,66A-bnj,{},,,8278,8278
,,344,,66A-brs,{},,,9349,9349
,,343,,66A-bar,{},,,6227,6227
,,343,,66A-bsq,{},,,9626,9626
,,343,,66A-bej,{},,,6746,6746
,,343,,66A-ben,{},,,6892,6892
,,346,,66A-bma,{},,,8088,8088
,,344,,66A-bon,{},,,8566,8566
,,343,,66A-brh,{},,,8868,8868
,,343,,66A-bul,{},,,10004,10004
,,346,,66A-bui,{},,,9964,9964
,,344,,66A-but,{},,,10291,10291
,,346,,66A-brm,{},,,9078,9078
,,343,,66A-bur,{},,,10168,10168
,,344,,66A-cnl,{},,,13181,13181
,,346,,66A-cnt,{},,,13315,13315
,,346,,66A-ceb,{},,,11430,11430
,,345,,66A-cbo,{},,,11168,11168
,,346,,66A-cha,{},,,11577,11577
,,346,,66A-cpn,{},,,13739,13739
,,344,,66A-cyn,{},,,14512,14512
,,344,,66A-cpl,{},,,13699,13699
,,346,,66A-chk,{},,,12010,12010
,,346,,66A-cuu,{},,,14449,14449
,,344,,66A-coc,{},,,13398,13398
,,346,,66A-cre,{},,,13874,13874
,,343,,66A-dag,{},,,14740,14740
,,344,,66A-dni,{},,,16299,16299
,,343,,66A-did,{},,,15452,15452
,,346,,66A-dio,{},,,15728,15728
,,346,,66A-egn,{},,,17245,17245
,,343,,66A-eng,{},,,17619,17619
,,343,,66A-eve,{},,,18178,18178
,,346,,66A-ewe,{},,,18370,18370
,,343,,66A-fij,{},,,18632,18632
,,343,,66A-fin,{},,,18780,18780
,,343,,66A-fre,{},,,19049,19049
,,346,,66A-grf,{},,,21409,21409
,,343,,66A-geo,{},,,20148,20148
,,343,,66A-ger,{},,,20296,20296
,,343,,66A-goo,{},,,21207,21207
,,344,,66A-grb,{},,,21330,21330
,,343,,66A-grk,{},,,21555,21555
,,346,,66A-grw,{},,,21781,21781
,,343,,66A-gua,{},,,21941,21941
,,343,,66A-gug,{},,,22075,22075
,,346,,66A-hal,{},,,22624,22624
,,346,,66A-hau,{},,,22902,22902
,,346,,66A-haw,{},,,23030,23030
,,343,,66A-hwc,{},,,24862,24862
,,343,,66A-heb,{},,,23228,23228
,,343,,66A-hin,{},,,23515,23515
,,344,,66A-hix,{},,,23662,23662
,,346,,66A-hmo,{},,,23959,23959
,,343,,66A-hun,{},,,24645,24645
,,343,,66A-ice,{},,,25212,25212
,,343,,66A-imo,{},,,25966,25966
,,346,,66A-ind,{},,,26139,26139
,,344,,66A-ins,{},,,26367,26367
,,346,,66A-ise,{},,,26784,26784
,,346,,66A-jak,{},,,27226,27226
,,343,,66A-jpn,{},,,27829,27829
,,346,,66A-jav,{},,,27442,27442
,,343,,66A-jiv,{},,,27570,27570
,,346,,66A-juh,{},,,27998,27998
,,343,,66A-knk,{},,,32539,32539
,,343,,66A-knd,{},,,32356,32356
,,343,,66A-knr,{},,,32798,32798
