confidence,description,domainelement_pk,frequency,id,jsondata,markup_description,name,pk,valueset_pk
,,499,,94A-abi,{},,,131,131
,,502,,94A-abk,{},,,251,251
,,503,,94A-abu,{},,,410,410
,,499,,94A-ace,{},,,525,525
,,499,,94A-acl,{},,,628,628
,,499,,94A-aco,{},,,782,782
,,503,,94A-adi,{},,,888,888
,,499,,94A-adn,{},,,942,942
,,500,,94A-ain,{},,,1550,1550
,,503,,94A-akn,{},,,1757,1757
,,500,,94A-akh,{},,,1689,1689
,,499,,94A-all,{},,,2115,2115
,,499,,94A-alw,{},,,2231,2231
,,499,,94A-alb,{},,,1992,1992
,,499,,94A-aln,{},,,2151,2151
,,499,,94A-aml,{},,,2684,2684
,,503,,94A-amb,{},,,2327,2327
,,500,,94A-ame,{},,,2482,2482
,,500,,94A-amh,{},,,2594,2594
,,499,,94A-amo,{},,,2762,2762
,,503,,94A-anj,{},,,3349,3349
,,500,,94A-agm,{},,,1355,1355
,,499,,94A-ani,{},,,3309,3309
,,503,,94A-ann,{},,,3385,3385
,,502,,94A-ao,{},,,3545,3545
,,502,,94A-apl,{},,,3680,3680
,,500,,94A-apt,{},,,3724,3724
,,499,,94A-apu,{},,,3828,3828
,,499,,94A-aeg,{},,,1123,1123
,,499,,94A-arg,{},,,4087,4087
,,499,,94A-arq,{},,,4475,4475
,,499,,94A-arj,{},,,4134,4134
,,499,,94A-ams,{},,,2961,2961
,,499,,94A-amr,{},,,2921,2921
,,499,,94A-asy,{},,,4751,4751
,,500,,94A-ana,{},,,3130,3130
,,503,,94A-arp,{},,,4413,4413
,,499,,94A-arm,{},,,4245,4245
,,499,,94A-arw,{},,,4526,4526
,,499,,94A-alk,{},,,2083,2083
,,500,,94A-asm,{},,,4633,4633
,,499,,94A-ata,{},,,4804,4804
,,500,,94A-ath,{},,,4859,4859
,,499,,94A-au,{},,,4959,4959
,,503,,94A-avo,{},,,5070,5070
,,503,,94A-awp,{},,,5248,5248
,,500,,94A-awt,{},,,5337,5337
,,499,,94A-ayw,{},,,5512,5512
,,499,,94A-bag,{},,,5892,5892
,,499,,94A-baj,{},,,6011,6011
,,499,,94A-bwc,{},,,10437,10437
,,499,,94A-bak,{},,,6040,6040
,,499,,94A-bka,{},,,7555,7555
,,499,,94A-bvi,{},,,10392,10392
,,500,,94A-blt,{},,,7949,7949
,,502,,94A-baa,{},,,5621,5621
,,502,,94A-brs,{},,,9378,9378
,,499,,94A-bar,{},,,6242,6242
,,499,,94A-bsk,{},,,9540,9540
,,500,,94A-bsq,{},,,9656,9656
,,499,,94A-bkr,{},,,7691,7691
,,499,,94A-bto,{},,,9824,9824
,,499,,94A-baq,{},,,6203,6203
,,500,,94A-baw,{},,,6358,6358
,,502,,94A-bej,{},,,6767,6767
,,499,,94A-bfg,{},,,7026,7026
,,499,,94A-bma,{},,,8113,8113
,,499,,94A-brf,{},,,8795,8795
,,500,,94A-zag,{},,,75681,75681
,,500,,94A-bkb,{},,,7579,7579
,,499,,94A-bho,{},,,7214,7214
,,499,,94A-bik,{},,,7350,7350
,,499,,94A-bkl,{},,,7614,7614
,,499,,94A-bnr,{},,,8366,8366
,,500,,94A-blx,{},,,7986,7986
,,503,,94A-bil,{},,,7391,7391
,,503,,94A-bmb,{},,,8171,8171
,,499,,94A-bbw,{},,,6519,6519
,,499,,94A-bir,{},,,7481,7481
,,501,,94A-bgo,{},,,7106,7106
,,499,,94A-btk,{},,,9765,9765
,,499,,94A-bre,{},,,8748,8748
,,499,,94A-bdu,{},,,6667,6667
,,500,,94A-bud,{},,,9914,9914
,,499,,94A-bug,{},,,9948,9948
,,499,,94A-bnu,{},,,8380,8380
,,499,,94A-bul,{},,,10031,10031
,,499,,94A-bum,{},,,10074,10074
,,502,,94A-brm,{},,,9108,9108
,,503,,94A-bur,{},,,10195,10195
,,499,,94A-bsh,{},,,9472,9472
,,503,,94A-bya,{},,,10481,10481
,,503,,94A-cnt,{},,,13342,13342
,,502,,94A-crp,{},,,14034,14034
,,500,,94A-car,{},,,10908,10908
,,500,,94A-ctw,{},,,14292,14292
,,500,,94A-cay,{},,,11101,11101
,,499,,94A-cyv,{},,,14589,14589
,,499,,94A-cem,{},,,11480,11480
,,502,,94A-cbo,{},,,11181,11181
,,499,,94A-cha,{},,,11604,11604
,,499,,94A-chw,{},,,12463,12463
,,499,,94A-cso,{},,,14107,14107
,,499,,94A-cya,{},,,14491,14491
,,499,,94A-cic,{},,,12545,12545
,,499,,94A-ccm,{},,,11253,11253
,,499,,94A-cle,{},,,12761,12761
,,499,,94A-cpl,{},,,13717,13717
,,499,,94A-chq,{},,,12234,12234
,,500,,94A-cmr,{},,,13049,13049
,,499,,94A-ckl,{},,,12635,12635
,,500,,94A-chs,{},,,12329,12329
,,500,,94A-cti,{},,,14158,14158
,,500,,94A-chp,{},,,12182,12182
,,500,,94A-ctm,{},,,14264,14264
,,502,,94A-cct,{},,,11339,11339
,,502,,94A-cln,{},,,12814,12814
,,499,,94A-chx,{},,,12493,12493
,,499,,94A-cmy,{},,,13102,13102
,,499,,94A-chr,{},,,12280,12280
,,499,,94A-chk,{},,,12039,12039
,,500,,94A-chv,{},,,12416,12416
,,503,,94A-coc,{},,,13416,13416
,,499,,94A-coo,{},,,13550,13550
,,499,,94A-cop,{},,,13607,13607
,,499,,94A-crn,{},,,13985,13985
,,499,,94A-cze,{},,,14650,14650
,,500,,94A-dgr,{},,,15305,15305
,,503,,94A-dni,{},,,16324,16324
,,499,,94A-dsh,{},,,16747,16747
,,500,,94A-des,{},,,15086,15086
,,499,,94A-dhr,{},,,15423,15423
,,499,,94A-did,{},,,15466,15466
,,500,,94A-dms,{},,,16234,16234
,,499,,94A-din,{},,,15666,15666
,,499,,94A-dio,{},,,15754,15754
,,499,,94A-djp,{},,,16058,16058
,,502,,94A-dlm,{},,,16136,16136
,,503,,94A-dmk,{},,,16208,16208
,,499,,94A-dom,{},,,16403,16403
,,500,,94A-dds,{},,,14985,14985
,,499,,94A-dre,{},,,16602,16602
,,499,,94A-duk,{},,,16835,16835
,,500,,94A-dul,{},,,16865,16865
,,499,,94A-dut,{},,,17017,17017
,,499,,94A-erk,{},,,17887,17887
,,499,,94A-efi,{},,,17199,17199
,,503,,94A-eip,{},,,17298,17298
,,502,,94A-emb,{},,,17445,17445
,,502,,94A-eme,{},,,17488,17488
,,499,,94A-eno,{},,,17730,17730
,,499,,94A-eng,{},,,17649,17649
,,503,,94A-epe,{},,,17827,17827
,,500,,94A-ese,{},,,17982,17982
,,499,,94A-est,{},,,18056,18056
,,503,,94A-eud,{},,,18096,18096
,,502,,94A-eve,{},,,18208,18208
,,499,,94A-ewe,{},,,18397,18397
,,499,,94A-ewo,{},,,18475,18475
,,499,,94A-fij,{},,,18663,18663
,,499,,94A-fin,{},,,18810,18810
,,499,,94A-fre,{},,,19079,19079
,,499,,94A-fua,{},,,19203,19203
,,502,,94A-ful,{},,,19265,19265
,,499,,94A-fut,{},,,19399,19399
,,499,,94A-fye,{},,,19468,19468
,,499,,94A-ga,{},,,19513,19513
,,499,,94A-gae,{},,,19581,19581
,,502,,94A-gah,{},,,19634,19634
,,499,,94A-grf,{},,,21428,21428
,,502,,94A-gar,{},,,19823,19823
,,499,,94A-grr,{},,,21699,21699
,,500,,94A-gav,{},,,19871,19871
,,499,,94A-geo,{},,,20175,20175
,,499,,94A-ger,{},,,20327,20327
,,500,,94A-gim,{},,,20507,20507
,,499,,94A-gok,{},,,21080,21080
,,499,,94A-grk,{},,,21585,21585
,,500,,94A-gjj,{},,,20585,20585
,,499,,94A-gud,{},,,22039,22039
,,499,,94A-guj,{},,,22139,22139
,,499,,94A-gmw,{},,,20774,20774
,,502,,94A-gku,{},,,20620,20620
,,499,,94A-ggu,{},,,20402,20402
,,502,,94A-gur,{},,,22256,22256
,,499,,94A-gwa,{},,,22379,22379
,,500,,94A-hai,{},,,22543,22543
,,499,,94A-hal,{},,,22639,22639
,,499,,94A-hau,{},,,22932,22932
,,499,,94A-haw,{},,,23051,23051
,,502,,94A-hay,{},,,23099,23099
,,499,,94A-heb,{},,,23257,23257
,,500,,94A-hid,{},,,23407,23407
,,499,,94A-hin,{},,,23544,23544
,,500,,94A-hix,{},,,23689,23689
,,499,,94A-hmo,{},,,23983,23983
,,500,,94A-ho,{},,,24155,24155
,,499,,94A-hoa,{},,,24184,24184
,,502,,94A-hlp,{},,,23764,23764
,,499,,94A-htc,{},,,24388,24388
,,499,,94A-hve,{},,,24833,24833
,,500,,94A-hmi,{},,,23891,23891
,,500,,94A-hum,{},,,24559,24559
,,499,,94A-hnd,{},,,24117,24117
,,499,,94A-hun,{},,,24675,24675
,,502,,94A-hzb,{},,,24982,24982
,,503,,94A-hpd,{},,,24324,24324
,,499,,94A-iaa,{},,,25074,25074
,,499,,94A-iba,{},,,25167,25167
,,503,,94A-idn,{},,,25276,25276
,,499,,94A-ifu,{},,,25371,25371
,,499,,94A-ifm,{},,,25344,25344
,,499,,94A-igb,{},,,25458,25458
,,503,,94A-ijo,{},,,25651,25651
,,502,,94A-ika,{},,,25810,25810
,,499,,94A-ind,{},,,26169,26169
,,502,,94A-ing,{},,,26302,26302
,,499,,94A-iri,{},,,26497,26497
,,499,,94A-ita,{},,,26852,26852
,,499,,94A-ite,{},,,26928,26928
,,499,,94A-kwy,{},,,35843,35843
,,499,,94A-izi,{},,,27096,27096
,,499,,94A-jak,{},,,27255,27255
,,500,,94A-jms,{},,,27674,27674
,,500,,94A-jpn,{},,,27860,27860
,,502,,94A-jaq,{},,,27372,27372
,,500,,94A-jng,{},,,27724,27724
,,499,,94A-juh,{},,,28021,28021
,,499,,94A-jmo,{},,,27632,27632
,,500,,94A-kng,{},,,32467,32467
,,499,,94A-krr,{},,,34533,34533
,,499,,94A-kls,{},,,31497,31497
,,503,,94A-kma,{},,,31717,31717
,,499,,94A-kam,{},,,28371,28371
,,499,,94A-kan,{},,,28409,28409
,,499,,94A-knk,{},,,32556,32556
,,503,,94A-knd,{},,,32386,32386
,,499,,94A-kno,{},,,32726,32726
,,503,,94A-knr,{},,,32828,32828
,,503,,94A-kbw,{},,,28876,28876
,,503,,94A-kpw,{},,,33866,33866
,,503,,94A-ksg,{},,,34824,34824
,,499,,94A-kmj,{},,,31868,31868
,,499,,94A-ksn,{},,,34870,34870
,,500,,94A-kti,{},,,34986,34986
,,499,,94A-kau,{},,,28593,28593
,,503,,94A-kyz,{},,,36226,36226
,,503,,94A-kyl,{},,,36079,36079
,,502,,94A-kyp,{},,,36145,36145
,,499,,94A-ker,{},,,29273,29273
,,500,,94A-kew,{},,,29507,29507
,,499,,94A-khl,{},,,30105,30105
,,502,,94A-khg,{},,,30034,30034
,,500,,94A-kha,{},,,29937,29937
,,502,,94A-kmh,{},,,31818,31818
,,499,,94A-kty,{},,,35120,35120
,,503,,94A-khr,{},,,30423,30423
,,499,,94A-khs,{},,,30512,30512
,,499,,94A-khm,{},,,30195,30195
,,499,,94A-kik,{},,,30620,30620
,,499,,94A-klv,{},,,31590,31590
,,499,,94A-kil,{},,,30648,30648
,,502,,94A-kio,{},,,30809,30809
,,499,,94A-krb,{},,,33953,33953
,,499,,94A-kir,{},,,30871,30871
,,499,,94A-kis,{},,,30931,30931
,,499,,94A-klm,{},,,31424,31424
,,499,,94A-koe,{},,,33211,33211
,,502,,94A-kmo,{},,,31974,31974
,,503,,94A-kok,{},,,33294,33294
,,499,,94A-kkt,{},,,31174,31174
,,502,,94A-kol,{},,,33336,33336
,,500,,94A-kmb,{},,,31769,31769
,,503,,94A-kzy,{},,,36276,36276
,,502,,94A-knw,{},,,32895,32895
,,500,,94A-krn,{},,,34354,34354
,,500,,94A-kor,{},,,33589,33589
,,500,,94A-kku,{},,,31212,31212
,,499,,94A-kfe,{},,,29631,29631
,,499,,94A-kry,{},,,34625,34625
,,499,,94A-kos,{},,,33680,33680
,,499,,94A-kse,{},,,34745,34745
,,499,,94A-kch,{},,,28973,28973
,,500,,94A-kyn,{},,,36122,36122
,,499,,94A-kro,{},,,34452,34452
,,499,,94A-kya,{},,,35980,35980
,,502,,94A-kmp,{},,,32017,32017
,,499,,94A-krd,{},,,34068,34068
,,499,,94A-kut,{},,,35433,35433
,,499,,94A-thy,{},,,65034,65034
,,501,,94A-kuu,{},,,35486,35486
,,500,,94A-kuv,{},,,35509,35509
,,499,,94A-kwn,{},,,35671,35671
,,502,,94A-kwo,{},,,35720,35720
,,499,,94A-laa,{},,,36311,36311
,,499,,94A-lac,{},,,36369,36369
,,503,,94A-lag,{},,,36497,36497
,,500,,94A-lah,{},,,36566,36566
,,500,,94A-lai,{},,,36634,36634
,,500,,94A-lal,{},,,36741,36741
,,499,,94A-lmh,{},,,38608,38608
,,499,,94A-lmg,{},,,38563,38563
,,500,,94A-lmn,{},,,38663,38663
,,499,,94A-lmb,{},,,38539,38539
,,499,,94A-lmp,{},,,38705,38705
,,499,,94A-lao,{},,,36936,36936
,,499,,94A-lat,{},,,37070,37070
,,503,,94A-lav,{},,,37204,37204
,,499,,94A-lel,{},,,37511,37511
,,499,,94A-llm,{},,,38516,38516
,,499,,94A-len,{},,,37580,37580
,,500,,94A-ldu,{},,,37398,37398
