confidence,description,domainelement_pk,frequency,id,jsondata,markup_description,name,pk,valueset_pk
,,374,,74A-abk,{},,,229,229
,,374,,74A-ace,{},,,508,508
,,373,,74A-aco,{},,,765,765
,,374,,74A-ain,{},,,1530,1530
,,374,,74A-akn,{},,,1743,1743
,,374,,74A-alb,{},,,1975,1975
,,375,,74A-ame,{},,,2460,2460
,,374,,74A-amh,{},,,2580,2580
,,374,,74A-apu,{},,,3808,3808
,,374,,74A-aeg,{},,,1101,1101
,,374,,74A-arg,{},,,4068,4068
,,374,,74A-amr,{},,,2904,2904
,,373,,74A-ana,{},,,3112,3112
,,374,,74A-arm,{},,,4223,4223
,,373,,74A-asm,{},,,4612,4612
,,373,,74A-awp,{},,,5228,5228
,,374,,74A-aym,{},,,5436,5436
,,374,,74A-bab,{},,,5663,5663
,,374,,74A-bag,{},,,5875,5875
,,374,,74A-bal,{},,,6066,6066
,,374,,74A-bam,{},,,6110,6110
,,374,,74A-brs,{},,,9357,9357
,,373,,74A-bsq,{},,,9634,9634
,,373,,74A-bkr,{},,,7671,7671
,,374,,74A-baw,{},,,6339,6339
,,374,,74A-bej,{},,,6752,6752
,,374,,74A-bma,{},,,8096,8096
,,373,,74A-brh,{},,,8875,8875
,,375,,74A-brm,{},,,9086,9086
,,374,,74A-cnt,{},,,13321,13321
,,374,,74A-ctl,{},,,14198,14198
,,374,,74A-cyv,{},,,14572,14572
,,373,,74A-cha,{},,,11583,11583
,,374,,74A-cle,{},,,12741,12741
,,375,,74A-chk,{},,,12018,12018
,,373,,74A-chv,{},,,12400,12400
,,374,,74A-cre,{},,,13882,13882
,,373,,74A-dag,{},,,14746,14746
,,373,,74A-dni,{},,,16307,16307
,,374,,74A-dsh,{},,,16730,16730
,,373,,74A-dio,{},,,15736,15736
,,374,,74A-dre,{},,,16583,16583
,,374,,74A-dut,{},,,16996,16996
,,373,,74A-eka,{},,,17377,17377
,,374,,74A-eng,{},,,17627,17627
,,373,,74A-eve,{},,,18186,18186
,,374,,74A-ewe,{},,,18377,18377
,,374,,74A-far,{},,,18520,18520
,,374,,74A-fij,{},,,18640,18640
,,374,,74A-fin,{},,,18788,18788
,,374,,74A-fre,{},,,19057,19057
,,373,,74A-fua,{},,,19186,19186
,,374,,74A-fue,{},,,19238,19238
,,373,,74A-gdk,{},,,20008,20008
,,373,,74A-gar,{},,,19803,19803
,,374,,74A-geo,{},,,20155,20155
,,374,,74A-ger,{},,,20304,20304
,,373,,74A-goj,{},,,21059,21059
,,374,,74A-grk,{},,,21563,21563
,,373,,74A-grw,{},,,21789,21789
,,373,,74A-hai,{},,,22524,22524
,,373,,74A-ham,{},,,22688,22688
,,374,,74A-hau,{},,,22910,22910
,,374,,74A-haw,{},,,23036,23036
,,374,,74A-heb,{},,,23236,23236
,,374,,74A-hin,{},,,23523,23523
,,374,,74A-hmo,{},,,23967,23967
,,373,,74A-hmi,{},,,23878,23878
,,373,,74A-hun,{},,,24653,24653
,,374,,74A-hzb,{},,,24963,24963
,,374,,74A-ice,{},,,25220,25220
,,374,,74A-igb,{},,,25437,25437
,,373,,74A-ika,{},,,25791,25791
,,373,,74A-imo,{},,,25974,25974
,,373,,74A-ind,{},,,26147,26147
,,374,,74A-ing,{},,,26287,26287
,,374,,74A-irq,{},,,26602,26602
,,374,,74A-iri,{},,,26476,26476
,,374,,74A-ita,{},,,26837,26837
,,373,,74A-jak,{},,,27234,27234
,,373,,74A-jpn,{},,,27837,27837
,,374,,74A-kam,{},,,28362,28362
,,374,,74A-knd,{},,,32364,32364
,,374,,74A-knr,{},,,32806,32806
,,374,,74A-kas,{},,,28506,28506
,,375,,74A-kyl,{},,,36063,36063
,,373,,74A-kay,{},,,28683,28683
,,374,,74A-ker,{},,,29256,29256
,,374,,74A-ket,{},,,29366,29366
,,374,,74A-kha,{},,,29916,29916
,,374,,74A-kty,{},,,35105,35105
,,374,,74A-khs,{},,,30491,30491
,,374,,74A-khm,{},,,30176,30176
