confidence,description,domainelement_pk,frequency,id,jsondata,markup_description,name,pk,valueset_pk
,,376,,75A-abk,{},,,230,230
,,376,,75A-ace,{},,,509,509
,,377,,75A-aco,{},,,766,766
,,378,,75A-ain,{},,,1531,1531
,,378,,75A-akn,{},,,1744,1744
,,376,,75A-alb,{},,,1976,1976
,,378,,75A-ame,{},,,2461,2461
,,376,,75A-amh,{},,,2581,2581
,,377,,75A-apu,{},,,3809,3809
,,376,,75A-aeg,{},,,1102,1102
,,376,,75A-arg,{},,,4069,4069
,,376,,75A-amr,{},,,2905,2905
,,377,,75A-ana,{},,,3113,3113
,,378,,75A-arm,{},,,4224,4224
,,377,,75A-asm,{},,,4613,4613
,,377,,75A-awp,{},,,5229,5229
,,378,,75A-aym,{},,,5437,5437
,,378,,75A-bab,{},,,5664,5664
,,378,,75A-bal,{},,,6067,6067
,,376,,75A-bam,{},,,6111,6111
,,378,,75A-brs,{},,,9358,9358
,,377,,75A-bsq,{},,,9635,9635
,,378,,75A-bkr,{},,,7672,7672
,,378,,75A-bto,{},,,9810,9810
,,378,,75A-bej,{},,,6753,6753
,,376,,75A-bet,{},,,6989,6989
,,377,,75A-brh,{},,,8876,8876
,,377,,75A-bri,{},,,8950,8950
,,378,,75A-brm,{},,,9087,9087
,,377,,75A-bur,{},,,10176,10176
,,378,,75A-cah,{},,,10628,10628
,,378,,75A-cnl,{},,,13188,13188
,,378,,75A-cnt,{},,,13322,13322
,,376,,75A-ctl,{},,,14199,14199
,,377,,75A-cyv,{},,,14573,14573
,,378,,75A-cha,{},,,11584,11584
,,378,,75A-chk,{},,,12019,12019
,,377,,75A-chv,{},,,12401,12401
,,377,,75A-cmn,{},,,12975,12975
,,378,,75A-coo,{},,,13532,13532
,,377,,75A-cre,{},,,13883,13883
,,377,,75A-dag,{},,,14747,14747
,,377,,75A-dni,{},,,16308,16308
,,376,,75A-dsh,{},,,16731,16731
,,377,,75A-die,{},,,15516,15516
,,378,,75A-dre,{},,,16584,16584
,,376,,75A-dut,{},,,16997,16997
,,377,,75A-eka,{},,,17378,17378
,,376,,75A-eng,{},,,17628,17628
,,377,,75A-epe,{},,,17811,17811
,,377,,75A-eve,{},,,18187,18187
,,376,,75A-ewe,{},,,18378,18378
,,376,,75A-far,{},,,18521,18521
,,378,,75A-fij,{},,,18641,18641
,,376,,75A-fin,{},,,18789,18789
,,376,,75A-fre,{},,,19058,19058
,,377,,75A-fua,{},,,19187,19187
,,377,,75A-fur,{},,,19319,19319
,,377,,75A-gar,{},,,19804,19804
,,378,,75A-geo,{},,,20156,20156
,,376,,75A-ger,{},,,20305,20305
,,377,,75A-goo,{},,,21215,21215
,,376,,75A-grb,{},,,21338,21338
,,376,,75A-grk,{},,,21564,21564
,,377,,75A-grw,{},,,21790,21790
,,377,,75A-hai,{},,,22525,22525
,,377,,75A-ham,{},,,22689,22689
,,376,,75A-hau,{},,,22911,22911
,,378,,75A-haw,{},,,23037,23037
,,376,,75A-heb,{},,,23237,23237
,,376,,75A-hin,{},,,23524,23524
,,378,,75A-hix,{},,,23670,23670
,,376,,75A-hun,{},,,24654,24654
,,378,,75A-hzb,{},,,24964,24964
,,376,,75A-ice,{},,,25221,25221
,,376,,75A-igb,{},,,25438,25438
,,377,,75A-ika,{},,,25792,25792
,,377,,75A-imo,{},,,25975,25975
,,378,,75A-ind,{},,,26148,26148
,,378,,75A-irq,{},,,26603,26603
,,376,,75A-iri,{},,,26477,26477
,,376,,75A-ita,{},,,26838,26838
,,378,,75A-jak,{},,,27235,27235
,,378,,75A-jpn,{},,,27838,27838
,,378,,75A-juh,{},,,28006,28006
,,376,,75A-kam,{},,,28363,28363
,,376,,75A-knd,{},,,32365,32365
,,378,,75A-knr,{},,,32807,32807
,,378,,75A-krk,{},,,34269,34269
,,376,,75A-kas,{},,,28507,28507
,,377,,75A-kay,{},,,28684,28684
,,378,,75A-ker,{},,,29257,29257
,,378,,75A-ket,{},,,29367,29367
,,378,,75A-kew,{},,,29488,29488
,,378,,75A-kha,{},,,29917,29917
,,378,,75A-kty,{},,,35106,35106
,,378,,75A-khs,{},,,30492,30492
,,378,,75A-kmu,{},,,32137,32137
,,377,,75A-klv,{},,,31570,31570
,,377,,75A-kio,{},,,30791,30791
,,378,,75A-krb,{},,,33937,33937
,,377,,75A-koa,{},,,32995,32995
,,378,,75A-kob,{},,,33117,33117
,,376,,75A-kol,{},,,33320,33320
,,378,,75A-kor,{},,,33568,33568
