confidence,description,domainelement_pk,frequency,id,jsondata,markup_description,name,pk,valueset_pk
,,183,,34A-abk,{},,,191,191
,,178,,34A-abu,{},,,382,382
,,178,,34A-ace,{},,,493,493
,,181,,34A-aco,{},,,734,734
,,183,,34A-ady,{},,,950,950
,,181,,34A-ain,{},,,1494,1494
,,183,,34A-ala,{},,,1836,1836
,,181,,34A-aly,{},,,2248,2248
,,179,,34A-aml,{},,,2663,2663
,,180,,34A-ame,{},,,2419,2419
,,179,,34A-ano,{},,,3401,3401
,,183,,34A-apu,{},,,3775,3775
,,183,,34A-aeg,{},,,1064,1064
,,182,,34A-ara,{},,,3911,3911
,,183,,34A-arm,{},,,4188,4188
,,181,,34A-amp,{},,,2796,2796
,,183,,34A-blj,{},,,7860,7860
,,183,,34A-bab,{},,,5649,5649
,,183,,34A-bag,{},,,5845,5845
,,181,,34A-bak,{},,,6022,6022
,,183,,34A-bao,{},,,6166,6166
,,183,,34A-brs,{},,,9327,9327
,,181,,34A-bae,{},,,5739,5739
,,183,,34A-bsq,{},,,9593,9593
,,181,,34A-baw,{},,,6319,6319
,,182,,34A-bel,{},,,6812,6812
,,179,,34A-bbw,{},,,6499,6499
,,178,,34A-bii,{},,,7292,7292
,,183,,34A-bla,{},,,7776,7776
,,181,,34A-boz,{},,,8592,8592
,,183,,34A-brh,{},,,8843,8843
,,181,,34A-bkt,{},,,7735,7735
,,183,,34A-bud,{},,,9892,9892
,,182,,34A-but,{},,,10279,10279
,,183,,34A-bur,{},,,10140,10140
,,179,,34A-cha,{},,,11549,11549
,,181,,34A-chn,{},,,12106,12106
,,180,,34A-cmh,{},,,12848,12848
,,183,,34A-cic,{},,,12528,12528
,,178,,34A-chi,{},,,11875,11875
,,180,,34A-ctm,{},,,14242,14242
,,183,,34A-chk,{},,,11978,11978
,,182,,34A-chv,{},,,12381,12381
,,180,,34A-ccp,{},,,11300,11300
,,180,,34A-cmn,{},,,12950,12950
,,180,,34A-coo,{},,,13508,13508
,,183,,34A-cop,{},,,13582,13582
,,183,,34A-cre,{},,,13852,13852
,,183,,34A-dgb,{},,,15196,15196
,,179,,34A-dgr,{},,,15283,15283
,,183,,34A-dah,{},,,14818,14818
,,183,,34A-drg,{},,,16645,16645
,,183,,34A-deg,{},,,15005,15005
,,183,,34A-dha,{},,,15328,15328
,,182,,34A-dhi,{},,,15364,15364
,,183,,34A-did,{},,,15447,15447
,,181,,34A-dja,{},,,15898,15898
,,181,,34A-dji,{},,,15934,15934
,,182,,34A-doy,{},,,16486,16486
,,183,,34A-dug,{},,,16813,16813
,,183,,34A-dut,{},,,16974,16974
,,182,,34A-dyi,{},,,17084,17084
,,183,,34A-eng,{},,,17586,17586
