confidence,description,domainelement_pk,frequency,id,jsondata,markup_description,name,pk,valueset_pk
,,304,,57A-aar,{},,,28,28
,,303,,57A-abi,{},,,111,111
,,301,,57A-abk,{},,,211,211
,,301,,57A-abv,{},,,445,445
,,304,,57A-ace,{},,,502,502
,,301,,57A-acg,{},,,565,565
,,302,,57A-acl,{},,,613,613
,,302,,57A-acu,{},,,817,817
,,301,,57A-aco,{},,,751,751
,,301,,57A-adg,{},,,839,839
,,304,,57A-adi,{},,,872,872
,,301,,57A-ady,{},,,953,953
,,301,,57A-awi,{},,,5134,5134
,,301,,57A-aga,{},,,1196,1196
,,304,,57A-agh,{},,,1309,1309
,,302,,57A-agc,{},,,1242,1242
,,301,,57A-ain,{},,,1514,1514
,,302,,57A-ajg,{},,,1636,1636
,,301,,57A-akn,{},,,1734,1734
,,304,,57A-ala,{},,,1856,1856
,,302,,57A-alw,{},,,2212,2212
,,304,,57A-alb,{},,,1965,1965
,,302,,57A-ale,{},,,2055,2055
,,303,,57A-als,{},,,2168,2168
,,303,,57A-aln,{},,,2141,2141
,,302,,57A-aly,{},,,2255,2255
,,301,,57A-amc,{},,,2358,2358
,,304,,57A-amn,{},,,2714,2714
,,302,,57A-ama,{},,,2293,2293
,,302,,57A-aml,{},,,2668,2668
,,303,,57A-amq,{},,,2855,2855
,,302,,57A-ame,{},,,2442,2442
,,302,,57A-amh,{},,,2566,2566
,,302,,57A-amo,{},,,2752,2752
,,301,,57A-amx,{},,,3026,3026
,,302,,57A-anj,{},,,3333,3333
,,302,,57A-ane,{},,,3212,3212
,,302,,57A-anc,{},,,3174,3174
,,304,,57A-ang,{},,,3252,3252
,,302,,57A-ann,{},,,3377,3377
,,304,,57A-anu,{},,,3438,3438
,,301,,57A-ao,{},,,3527,3527
,,301,,57A-apl,{},,,3658,3658
,,301,,57A-api,{},,,3624,3624
,,301,,57A-apu,{},,,3794,3794
,,302,,57A-aeg,{},,,1085,1085
,,302,,57A-arg,{},,,4064,4064
,,302,,57A-arq,{},,,4462,4462
,,302,,57A-ams,{},,,2949,2949
,,302,,57A-amr,{},,,2897,2897
,,302,,57A-asy,{},,,4735,4735
,,304,,57A-ana,{},,,3101,3101
,,301,,57A-ara,{},,,3918,3918
,,304,,57A-arc,{},,,4006,4006
,,302,,57A-ari,{},,,4113,4113
,,302,,57A-arm,{},,,4208,4208
,,302,,57A-arw,{},,,4508,4508
,,302,,57A-alk,{},,,2069,2069
,,302,,57A-aro,{},,,4299,4299
,,302,,57A-amp,{},,,2804,2804
,,304,,57A-asm,{},,,4599,4599
,,301,,57A-atm,{},,,4909,4909
,,301,,57A-ath,{},,,4841,4841
,,301,,57A-awa,{},,,5079,5079
,,304,,57A-awp,{},,,5213,5213
,,304,,57A-awt,{},,,5317,5317
,,302,,57A-aym,{},,,5427,5427
,,301,,57A-ayo,{},,,5487,5487
,,301,,57A-ayr,{},,,5496,5496
,,302,,57A-azi,{},,,5575,5575
,,302,,57A-aze,{},,,5539,5539
,,302,,57A-bag,{},,,5861,5861
,,302,,57A-bgr,{},,,7130,7130
,,304,,57A-bai,{},,,5954,5954
,,302,,57A-bwc,{},,,10422,10422
,,302,,57A-bak,{},,,6029,6029
,,302,,57A-blg,{},,,7857,7857
,,302,,57A-bvi,{},,,10380,10380
,,302,,57A-bnn,{},,,8315,8315
,,302,,57A-bbu,{},,,6453,6453
,,304,,57A-brs,{},,,9343,9343
,,301,,57A-bae,{},,,5744,5744
,,301,,57A-mug,{},,,46102,46102
,,301,,57A-bry,{},,,9438,9438
,,302,,57A-bsk,{},,,9524,9524
,,304,,57A-bsq,{},,,9616,9616
,,302,,57A-bkr,{},,,7661,7661
,,302,,57A-bto,{},,,9809,9809
,,302,,57A-bau,{},,,6293,6293
,,301,,57A-baq,{},,,6189,6189
,,304,,57A-baw,{},,,6332,6332
,,302,,57A-bej,{},,,6740,6740
,,301,,57A-bel,{},,,6818,6818
,,302,,57A-bco,{},,,6581,6581
,,302,,57A-bch,{},,,6536,6536
,,302,,57A-bfg,{},,,7009,7009
,,302,,57A-bma,{},,,8081,8081
,,302,,57A-brf,{},,,8780,8780
,,302,,57A-bsi,{},,,9492,9492
,,302,,57A-zag,{},,,75668,75668
,,302,,57A-ber,{},,,6941,6941
,,301,,57A-bti,{},,,9726,9726
,,304,,57A-bho,{},,,7201,7201
,,302,,57A-bik,{},,,7335,7335
,,302,,57A-bid,{},,,7255,7255
,,302,,57A-bia,{},,,7239,7239
,,301,,57A-blx,{},,,7972,7972
,,301,,57A-bil,{},,,7376,7376
,,304,,57A-bin,{},,,7410,7410
,,302,,57A-big,{},,,7281,7281
,,304,,57A-bii,{},,,7295,7295
,,301,,57A-bla,{},,,7781,7781
,,301,,57A-boa,{},,,8396,8396
,,301,,57A-bod,{},,,8462,8462
,,302,,57A-bgo,{},,,7095,7095
,,302,,57A-btk,{},,,9751,9751
,,301,,57A-brr,{},,,9276,9276
,,302,,57A-brh,{},,,8862,8862
,,302,,57A-bre,{},,,8729,8729
,,304,,57A-bri,{},,,8946,8946
,,302,,57A-bud,{},,,9895,9895
,,301,,57A-bun,{},,,10096,10096
,,304,,57A-bul,{},,,10000,10000
,,304,,57A-pnu,{},,,54873,54873
,,301,,57A-bua,{},,,9864,9864
,,302,,57A-but,{},,,10288,10288
,,302,,57A-bmr,{},,,8193,8193
,,302,,57A-brn,{},,,9166,9166
,,301,,57A-bur,{},,,10160,10160
,,304,,57A-bya,{},,,10466,10466
,,301,,57A-cah,{},,,10621,10621
,,301,,57A-cml,{},,,12894,12894
,,301,,57A-cax,{},,,11034,11034
,,301,,57A-cnm,{},,,13256,13256
,,301,,57A-cnl,{},,,13173,13173
,,304,,57A-cnt,{},,,13309,13309
,,301,,57A-car,{},,,10886,10886
,,301,,57A-cde,{},,,11369,11369
,,304,,57A-cas,{},,,10947,10947
,,304,,57A-cay,{},,,11088,11088
,,303,,57A-cyv,{},,,14566,14566
,,302,,57A-cem,{},,,11465,11465
,,302,,57A-chh,{},,,11835,11835
,,302,,57A-cai,{},,,10690,10690
,,302,,57A-cld,{},,,12679,12679
,,302,,57A-cha,{},,,11567,11567
,,301,,57A-chg,{},,,11798,11798
,,304,,57A-cya,{},,,14478,14478
,,304,,57A-chc,{},,,11680,11680
,,302,,57A-cmh,{},,,12852,12852
,,301,,57A-che,{},,,11758,11758
,,303,,57A-chi,{},,,11880,11880
,,303,,57A-ccm,{},,,11233,11233
,,303,,57A-cle,{},,,12735,12735
,,303,,57A-chq,{},,,12219,12219
,,304,,57A-cmr,{},,,13036,13036
,,301,,57A-ckl,{},,,12621,12621
,,304,,57A-chs,{},,,12315,12315
,,301,,57A-cti,{},,,14147,14147
,,304,,57A-cpy,{},,,13773,13773
,,301,,57A-chp,{},,,12169,12169
,,301,,57A-cqt,{},,,13801,13801
,,301,,57A-cct,{},,,11320,11320
,,301,,57A-cln,{},,,12803,12803
,,301,,57A-chx,{},,,12485,12485
,,302,,57A-cmy,{},,,13087,13087
,,304,,57A-chr,{},,,12258,12258
,,301,,57A-chj,{},,,11915,11915
,,304,,57A-chk,{},,,12000,12000
,,301,,57A-cba,{},,,11129,11129
,,302,,57A-chv,{},,,12394,12394
,,301,,57A-coa,{},,,13371,13371
,,303,,57A-coe,{},,,13434,13434
,,304,,57A-cmn,{},,,12969,12969
,,301,,57A-cmx,{},,,13069,13069
,,304,,57A-coo,{},,,13524,13524
,,301,,57A-cor,{},,,13643,13643
,,304,,57A-crn,{},,,13971,13971
,,301,,57A-cre,{},,,13867,13867
,,301,,57A-cro,{},,,14007,14007
,,304,,57A-cub,{},,,14328,14328
,,301,,57A-cup,{},,,14412,14412
,,304,,57A-cze,{},,,14630,14630
,,302,,57A-dag,{},,,14734,14734
,,304,,57A-dgb,{},,,15200,15200
,,302,,57A-dgr,{},,,15289,15289
,,304,,57A-dam,{},,,14829,14829
,,301,,57A-dni,{},,,16294,16294
,,304,,57A-dsh,{},,,16724,16724
,,304,,57A-drg,{},,,16654,16654
,,304,,57A-des,{},,,15070,15070
,,302,,57A-did,{},,,15450,15450
,,301,,57A-die,{},,,15507,15507
,,302,,57A-din,{},,,15648,15648
,,302,,57A-dio,{},,,15726,15726
,,304,,57A-djp,{},,,16041,16041
,,304,,57A-djr,{},,,16100,16100
,,302,,57A-dom,{},,,16391,16391
,,302,,57A-dgo,{},,,15241,15241
,,302,,57A-doy,{},,,16493,16493
,,302,,57A-dre,{},,,16573,16573
,,301,,57A-dmi,{},,,16170,16170
,,304,,57A-dun,{},,,16938,16938
,,304,,57A-dut,{},,,16989,16989
,,302,,57A-erk,{},,,17873,17873
,,301,,57A-eme,{},,,17473,17473
,,302,,57A-ene,{},,,17530,17530
,,304,,57A-egn,{},,,17243,17243
,,302,,57A-eno,{},,,17716,17716
,,304,,57A-eng,{},,,17609,17609
,,304,,57A-epe,{},,,17800,17800
,,304,,57A-ese,{},,,17969,17969
,,302,,57A-esm,{},,,18005,18005
,,301,,57A-ess,{},,,18016,18016
,,301,,57A-eud,{},,,18084,18084
,,302,,57A-evn,{},,,18282,18282
,,302,,57A-eve,{},,,18169,18169
,,302,,57A-ewe,{},,,18363,18363
,,304,,57A-ewo,{},,,18460,18460
,,302,,57A-fij,{},,,18624,18624
,,302,,57A-fin,{},,,18770,18770
,,304,,57A-fre,{},,,19039,19039
,,302,,57A-fua,{},,,19178,19178
,,301,,57A-ful,{},,,19259,19259
,,304,,57A-fur,{},,,19310,19310
,,302,,57A-fut,{},,,19383,19383
,,302,,57A-fye,{},,,19451,19451
,,301,,57A-gds,{},,,20028,20028
,,303,,57A-gah,{},,,19623,19623
,,304,,57A-gal,{},,,19653,19653
,,301,,57A-grf,{},,,21407,21407
,,304,,57A-gar,{},,,19796,19796
,,304,,57A-grr,{},,,21683,21683
,,302,,57A-grs,{},,,21710,21710
,,301,,57A-gav,{},,,19860,19860
,,302,,57A-gbs,{},,,19968,19968
,,302,,57A-gbb,{},,,19909,19909
,,302,,57A-gel,{},,,20055,20055
,,304,,57A-geo,{},,,20138,20138
,,304,,57A-ger,{},,,20289,20289
,,302,,57A-giz,{},,,20558,20558
,,301,,57A-goa,{},,,20931,20931
,,302,,57A-gok,{},,,21065,21065
,,302,,57A-gln,{},,,20698,20698
,,304,,57A-gon,{},,,21116,21116
,,302,,57A-goo,{},,,21198,21198
,,301,,57A-gan,{},,,19712,19712
,,304,,57A-grb,{},,,21325,21325
,,304,,57A-grk,{},,,21547,21547
,,302,,57A-grw,{},,,21773,21773
,,301,,57A-gjj,{},,,20571,20571
,,301,,57A-gua,{},,,21933,21933
