confidence,description,domainelement_pk,frequency,id,jsondata,markup_description,name,pk,valueset_pk
,,311,,59A-abk,{},,,214,214
,,311,,59A-aco,{},,,754,754
,,311,,59A-ain,{},,,1517,1517
,,311,,59A-ala,{},,,1859,1859
,,312,,59A-alw,{},,,2215,2215
,,314,,59A-ame,{},,,2445,2445
,,311,,59A-amh,{},,,2569,2569
,"<div class=""example"">    <table border=""0"">            <tr>        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">          <p> </p>        </td>        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">          <p>‘water’ </p>        </td>        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">          <p>‘child’ </p>        </td>        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">          <p>‘leg’ </p>        </td>        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">          <p>‘mat’ </p>        </td>      </tr>      <tr>        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">          <p>1<span>sg</span>          </p>        </td>        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">          <p style=""font-style:italic;"">kom-i </p>        </td>        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">          <p style=""font-style:italic;"">gi-ng-e </p>        </td>        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">          <p style=""font-style:italic;"">ti-g-a </p>        </td>        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">          <p style=""font-style:italic;"">mîk-d-at </p>        </td>      </tr>      <tr>        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">          <p>2<span>sg</span>          </p>        </td>        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">          <p style=""font-style:italic;"">kom-î </p>        </td>        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">          <p style=""font-style:italic;"">gi-ng-ê </p>        </td>        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">          <p style=""font-style:italic;"">ti-g-îr </p>        </td>        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">          <p style=""font-style:italic;"">mîk-d-ir </p>        </td>      </tr>      <tr>        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">          <p>3<span>sg.m</span>          </p>        </td>        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">          <p style=""font-style:italic;"">kom-u </p>        </td>        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">          <p style=""font-style:italic;"">gi-ng-o </p>        </td>        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">          <p style=""font-style:italic;"">ti-g-î </p>        </td>        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">          <p style=""font-style:italic;"">mîk-d-it </p>        </td>      </tr>      <tr>        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">          <p>3<span>sg.f</span>          </p>        </td>        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">          <p style=""font-style:italic;"">kom-îm </p>        </td>        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">          <p style=""font-style:italic;"">gi-ng-êm </p>        </td>        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">          <p style=""font-style:italic;"">ti-g-î </p>        </td>        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">          <p style=""font-style:italic;"">mîk-d-it </p>        </td>      </tr>    </table>  </div>  ",314,,59A-ane,{},,,3215,3215
,,311,,59A-apu,{},,,3797,3797
,,311,,59A-aeg,{},,,1088,1088
,,311,,59A-arp,{},,,4387,4387
,,311,,59A-arm,{},,,4211,4211
,,312,,59A-amp,{},,,2807,2807
,,312,,59A-asm,{},,,4602,4602
,,311,,59A-awp,{},,,5216,5216
,,311,,59A-awt,{},,,5320,5320
,,311,,59A-aym,{},,,5430,5430
,,311,,59A-bag,{},,,5864,5864
,,311,,59A-baa,{},,,5607,5607
,,312,,59A-brs,{},,,9346,9346
,,311,,59A-bsq,{},,,9619,9619
,,311,,59A-bzi,{},,,10526,10526
,,311,,59A-bej,{},,,6743,6743
,,311,,59A-bel,{},,,6821,6821
,,312,,59A-bma,{},,,8084,8084
,,311,,59A-brk,{},,,8989,8989
,,312,,59A-boa,{},,,8399,8399
,,313,,59A-brr,{},,,9279,9279
,,311,,59A-brh,{},,,8865,8865
,,311,,59A-brm,{},,,9072,9072
,,312,,59A-buu,{},,,10337,10337
