confidence,description,domainelement_pk,frequency,id,jsondata,markup_description,name,pk,valueset_pk
,,148,,27A-abk,{},,,184,184
,,150,,27A-agl,{},,,1330,1330
,,148,,27A-agc,{},,,1238,1238
,,149,,27A-ain,{},,,1487,1487
,,148,,27A-akn,{},,,1728,1728
,,148,,27A-abm,{},,,317,317
,"<div class=""example"">    <table border=""0"">            <tr>        <td>          <p style=""font-style:italic;"">hingna-marɲa-ba-marɲa-më-r </p>        </td>      </tr>      <tr>        <td>          <p>            <span>work-</span>            <span>redup</span>            <span>-</span>            <span style=""font-style:italic;"">ba</span>            <span>-straight-</span>            <span>remote.pst-3sg.m</span>          </p>        </td>      </tr>      <tr>        <td>          <p>‘he worked very well’ </p>        </td>      </tr>    </table>  </div>  ",148,,27A-ala,{},,,1829,1829
,,148,,27A-alw,{},,,2209,2209
,,148,,27A-aly,{},,,2246,2246
,,148,,27A-ame,{},,,2412,2412
,,148,,27A-amh,{},,,2549,2549
,,150,,27A-adk,{},,,918,918
,,148,,27A-apl,{},,,3650,3650
,,148,,27A-api,{},,,3621,3621
,,150,,27A-apu,{},,,3768,3768
,,148,,27A-aeg,{},,,1057,1057
,,148,,27A-asy,{},,,4727,4727
,,148,,27A-arp,{},,,4362,4362
,,149,,27A-arm,{},,,4181,4181
,,149,,27A-arw,{},,,4502,4502
,,148,,27A-amp,{},,,2794,2794
,,148,,27A-asm,{},,,4578,4578
,,148,,27A-ass,{},,,4676,4676
,,150,,27A-awp,{},,,5191,5191
,,148,,27A-aym,{},,,5411,5411
,,149,,27A-bag,{},,,5838,5838
,,148,,27A-baj,{},,,5999,5999
,,148,,27A-bal,{},,,6061,6061
,,148,,27A-bnj,{},,,8273,8273
,,150,,27A-bnw,{},,,8393,8393
,,150,,27A-brs,{},,,9320,9320
,,148,,27A-bsq,{},,,9586,9586
,,148,,27A-bej,{},,,6724,6724
,,148,,27A-bco,{},,,6576,6576
,,148,,27A-bma,{},,,8062,8062
,,148,,27A-bkl,{},,,7602,7602
,,148,,27A-blx,{},,,7969,7969
,,148,,27A-bis,{},,,7515,7515
,,148,,27A-bsm,{},,,9556,9556
,,148,,27A-blq,{},,,7900,7900
,,148,,27A-buw,{},,,10352,10352
,,149,,27A-bua,{},,,9862,9862
,,149,,27A-brm,{},,,9044,9044
,,148,,27A-cah,{},,,10603,10603
,,148,,27A-cax,{},,,11023,11023
,,148,,27A-cnl,{},,,13148,13148
,,150,,27A-car,{},,,10869,10869
,,150,,27A-ctl,{},,,14188,14188
,,148,,27A-cyv,{},,,14546,14546
,,148,,27A-chh,{},,,11831,11831
,,148,,27A-cha,{},,,11542,11542
,,149,,27A-cvc,{},,,14455,14455
,,148,,27A-chl,{},,,12095,12095
,,148,,27A-cmk,{},,,12892,12892
,,148,,27A-cck,{},,,11223,11223
,,149,,27A-cle,{},,,12712,12712
