confidence,description,domainelement_pk,frequency,id,jsondata,markup_description,name,pk,valueset_pk
,,539,,101A-aar,{},,,43,43
,,539,,101A-abk,{},,,258,258
,,541,,101A-abv,{},,,460,460
,,538,,101A-abu,{},,,415,415
,,539,,101A-acg,{},,,579,579
,,539,,101A-acl,{},,,632,632
,,539,,101A-aco,{},,,788,788
,,539,,101A-aga,{},,,1209,1209
,,539,,101A-ain,{},,,1557,1557
,,539,,101A-aja,{},,,1622,1622
,,539,,101A-all,{},,,2118,2118
,,539,,101A-ala,{},,,1896,1896
,,539,,101A-alb,{},,,1997,1997
,,543,,101A-aln,{},,,2154,2154
,,541,,101A-aml,{},,,2688,2688
,,539,,101A-amq,{},,,2874,2874
,,538,,101A-amb,{},,,2331,2331
,,539,,101A-amh,{},,,2599,2599
,,539,,101A-amx,{},,,3035,3035
,,538,,101A-anj,{},,,3354,3354
,,539,,101A-ane,{},,,3227,3227
,,539,,101A-ang,{},,,3269,3269
,,538,,101A-agt,{},,,1404,1404
,,539,,101A-any,{},,,3493,3493
,,538,,101A-ao,{},,,3549,3549
,,539,,101A-apw,{},,,3886,3886
,,539,,101A-apl,{},,,3683,3683
,,539,,101A-apu,{},,,3835,3835
,,539,,101A-aeg,{},,,1130,1130
,,539,,101A-arg,{},,,4091,4091
,,539,,101A-arq,{},,,4479,4479
,,539,,101A-amr,{},,,2925,2925
,,539,,101A-asy,{},,,4755,4755
,,539,,101A-arp,{},,,4419,4419
,,539,,101A-ara,{},,,3939,3939
,,539,,101A-arm,{},,,4252,4252
,,539,,101A-arw,{},,,4530,4530
,,538,,101A-amp,{},,,2824,2824
,,539,,101A-asm,{},,,4638,4638
,,539,,101A-ass,{},,,4692,4692
,,540,,101A-ata,{},,,4808,4808
,,539,,101A-ath,{},,,4862,4862
,,539,,101A-awa,{},,,5093,5093
,,539,,101A-awp,{},,,5254,5254
,,542,,101A-awt,{},,,5342,5342
,,539,,101A-aym,{},,,5460,5460
