confidence,description,domainelement_pk,frequency,id,jsondata,markup_description,name,pk,valueset_pk
,,594,,111A-abi,{},,,142,142
,,594,,111A-abk,{},,,270,270
,,594,,111A-ace,{},,,535,535
,,594,,111A-ain,{},,,1568,1568
,,594,,111A-aji,{},,,1666,1666
,,596,,111A-ala,{},,,1906,1906
,,594,,111A-aly,{},,,2277,2277
,,594,,111A-ame,{},,,2500,2500
,,594,,111A-amh,{},,,2605,2605
,,594,,111A-apu,{},,,3846,3846
,,594,,111A-aeg,{},,,1142,1142
,,594,,111A-ana,{},,,3142,3142
,,594,,111A-arm,{},,,4262,4262
,,594,,111A-aro,{},,,4317,4317
,,594,,111A-asm,{},,,4648,4648
,,594,,111A-atc,{},,,4834,4834
,,594,,111A-awp,{},,,5264,5264
,,594,,111A-awn,{},,,5166,5166
,,594,,111A-aym,{},,,5465,5465
,,594,,111A-bab,{},,,5688,5688
,,593,,111A-bag,{},,,5909,5909
,,594,,111A-baj,{},,,6016,6016
,,594,,111A-bal,{},,,6069,6069
,,594,,111A-bam,{},,,6136,6136
,,594,,111A-brs,{},,,9395,9395
,,594,,111A-bsq,{},,,9675,9675
,,594,,111A-bkr,{},,,7706,7706
,,596,,111A-baw,{},,,6371,6371
,,594,,111A-bej,{},,,6779,6779
,,594,,111A-bma,{},,,8131,8131
,,596,,111A-blx,{},,,7990,7990
,,594,,111A-bla,{},,,7803,7803
,,594,,111A-brr,{},,,9293,9293
,,594,,111A-brh,{},,,8902,8902
,,594,,111A-but,{},,,10309,10309
,,596,,111A-brm,{},,,9127,9127
,,594,,111A-bur,{},,,10213,10213
,,594,,111A-cah,{},,,10660,10660
,,594,,111A-cax,{},,,11058,11058
,,594,,111A-car,{},,,10918,10918
,,596,,111A-crq,{},,,14044,14044
,,594,,111A-ceb,{},,,11447,11447
,,594,,111A-cld,{},,,12693,12693
,,594,,111A-cha,{},,,11622,11622
,,594,,111A-cle,{},,,12773,12773
,,594,,111A-cct,{},,,11347,11347
,,594,,111A-chk,{},,,12057,12057
,,594,,111A-chv,{},,,12420,12420
,,594,,111A-coa,{},,,13379,13379
,,594,,111A-cmn,{},,,13010,13010
,,594,,111A-coo,{},,,13562,13562
,,594,,111A-cor,{},,,13668,13668
,,594,,111A-cre,{},,,13906,13906
