confidence,description,domainelement_pk,frequency,id,jsondata,markup_description,name,pk,valueset_pk
,,123,,22A-abk,{},,,178,178
,,120,,22A-aco,{},,,722,722
,,122,,22A-ash,{},,,4547,4547
,,120,,22A-ain,{},,,1481,1481
,,123,,22A-ala,{},,,1823,1823
,,121,,22A-ame,{},,,2406,2406
,,121,,22A-apu,{},,,3762,3762
,,121,,22A-aeg,{},,,1051,1051
,,120,,22A-arp,{},,,4356,4356
,,119,,22A-arm,{},,,4179,4179
,,120,,22A-amp,{},,,2788,2788
,,120,,22A-asm,{},,,4572,4572
,,122,,22A-atk,{},,,4881,4881
,,122,,22A-awp,{},,,5185,5185
,,122,,22A-aym,{},,,5405,5405
,,121,,22A-bag,{},,,5832,5832
,,120,,22A-brs,{},,,9314,9314
,,120,,22A-bsq,{},,,9580,9580
,,120,,22A-bej,{},,,6718,6718
,,121,,22A-bel,{},,,6806,6806
,,121,,22A-bma,{},,,8056,8056
,,120,,22A-brr,{},,,9267,9267
,,119,,22A-brh,{},,,8831,8831
,,119,,22A-brm,{},,,9038,9038
,,122,,22A-bur,{},,,10128,10128
,,120,,22A-cnl,{},,,13142,13142
,,121,,22A-cyv,{},,,14540,14540
,,121,,22A-cha,{},,,11536,11536
,,123,,22A-cku,{},,,12655,12655
,,120,,22A-chk,{},,,11965,11965
,,121,,22A-cre,{},,,13839,13839
,,122,,22A-dag,{},,,14711,14711
,,121,,22A-dni,{},,,16269,16269
,,120,,22A-dig,{},,,15564,15564
,,120,,22A-eka,{},,,17355,17355
,,119,,22A-eng,{},,,17573,17573
,,120,,22A-epe,{},,,17771,17771
,,121,,22A-eve,{},,,18133,18133
,,121,,22A-fij,{},,,18593,18593
,,119,,22A-fin,{},,,18734,18734
,,120,,22A-fre,{},,,19003,19003
,,119,,22A-gar,{},,,19771,19771
,,122,,22A-geo,{},,,20104,20104
,,119,,22A-ger,{},,,20254,20254
,,121,,22A-goo,{},,,21165,21165
,,121,,22A-grb,{},,,21299,21299
,,120,,22A-grk,{},,,21514,21514
,,120,,22A-grw,{},,,21740,21740
,,120,,22A-gua,{},,,21901,21901
,,122,,22A-hai,{},,,22489,22489
,,119,,22A-hat,{},,,22773,22773
,,121,,22A-hau,{},,,22860,22860
,,120,,22A-heb,{},,,23182,23182
,,119,,22A-hin,{},,,23474,23474
,,120,,22A-hix,{},,,23619,23619
,,119,,22A-hmo,{},,,23926,23926
,,120,,22A-hve,{},,,24803,24803
,,120,,22A-hun,{},,,24599,24599
,,121,,22A-hzb,{},,,24925,24925
,,123,,22A-imo,{},,,25925,25925
,,120,,22A-ind,{},,,26093,26093
,,123,,22A-ing,{},,,26245,26245
,,120,,22A-jak,{},,,27191,27191
,,120,,22A-jpn,{},,,27786,27786
,,119,,22A-knd,{},,,32313,32313
,,119,,22A-ksg,{},,,34803,34803
,,122,,22A-krk,{},,,34228,34228
,,120,,22A-kay,{},,,28633,28633
,,119,,22A-ket,{},,,29320,29320
,,121,,22A-kew,{},,,29449,29449
,,119,,22A-kha,{},,,29864,29864
,,120,,22A-khs,{},,,30457,30457
,,122,,22A-kio,{},,,30749,30749
,,119,,22A-kis,{},,,30892,30892
,,124,,22A-koa,{},,,32950,32950
,,121,,22A-kor,{},,,33519,33519
,,119,,22A-kch,{},,,28934,28934
,,120,,22A-kro,{},,,34390,34390
,,120,,22A-kut,{},,,35362,35362
,,122,,22A-lai,{},,,36600,36600
,,123,,22A-lkt,{},,,38369,38369
,,121,,22A-lan,{},,,36791,36791
,,120,,22A-lav,{},,,37138,37138
,,119,,22A-lez,{},,,37809,37809
,,122,,22A-luv,{},,,39278,39278
,,121,,22A-maa,{},,,39431,39431
,,120,,22A-mal,{},,,39963,39963
,,118,,22A-mnd,{},,,43698,43698
,,121,,22A-myi,{},,,47040,47040
,,122,,22A-map,{},,,40350,40350
,,122,,22A-mar,{},,,40488,40488
,,119,,22A-mrt,{},,,45388,45388
,,120,,22A-mau,{},,,40655,40655
,,118,,22A-may,{},,,40849,40849
,,120,,22A-mei,{},,,41883,41883
,,120,,22A-mss,{},,,45834,45834
